Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Distance,Total Descent,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cycling,2021-08-03 09:04:57,false,"Cannock Chase Cycling","9.59","725","01:04:47","140","169","3.6","--","--","8.9","26.6","184","188","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","26:26.69","2","0.0","9.59","188","00:00:00","01:04:51","116","219"
Indoor Cycling,2021-08-02 07:07:43,false,"Indoor Cycling","0.00","771","01:03:20","140","174","4.2","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:03:19.98","1","0.0","0.00","--","00:00:00","01:03:20","--","--"
Running,2021-07-30 07:04:14,false,"Cherwell Running","7.36","594","00:40:46","163","182","4.8","167","176","5:33","4:33","18","16","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","02:07.01","8","0.0","7.36","16","00:40:44","00:40:46","68","85"
Running,2021-07-28 06:46:05,false,"Cherwell Running","7.46","603","00:43:06","157","179","4.4","161","170","5:47","4:57","17","13","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:59.26","9","0.0","7.46","13","00:43:02","00:43:06","66","85"
Running,2021-07-26 07:01:19,false,"Cherwell Running","5.00","408","00:30:07","152","171","3.6","157","171","6:02","5:06","8","8","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:06.57","6","0.0","5.00","8","00:29:35","00:30:07","64","73"
Running,2021-07-24 06:47:03,false,"Cherwell Running","7.39","606","00:42:45","160","173","4.5","163","216","5:47","4:38","17","13","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:59.31","9","0.0","7.39","13","00:42:42","00:42:45","66","85"
Running,2021-07-22 06:41:25,false,"Cherwell Running","4.87","399","00:31:41","142","157","3.2","152","166","6:30","4:55","9","10","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","05:32.04","5","0.0","4.87","10","00:30:31","00:31:41","63","73"
Running,2021-07-21 05:59:54,false,"Cherwell Running","5.02","424","00:29:20","161","184","4.1","162","171","5:50","5:04","3","3","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:11.29","6","0.0","5.02","3","00:29:19","00:29:20","65","67"
Running,2021-07-19 05:49:06,false,"Cherwell Running","4.03","338","00:25:25","152","172","3.4","160","169","6:19","5:10","2","2","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:12.52","5","0.0","4.03","2","00:25:18","00:25:25","65","67"
Running,2021-07-18 05:14:56,false,"Cherwell Running","3.39","291","00:23:42","147","168","3.0","148","168","7:00","5:28","2","2","0.96","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","04:00.02","4","0.0","3.39","2","00:22:34","00:23:42","63","69"
Other,2021-06-19 17:00:21,false,"Airbike","0.00","567","00:49:21","145","182","4.4","54","158","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","49:21.45","1","0.0","0.00","--","00:00:00","00:49:21","--","--"
Other,2021-06-03 18:19:02,false,"Airbike","0.00","299","00:23:04","145","169","3.3","74","116","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","23:04.03","1","0.0","0.00","--","00:00:00","00:23:04","--","--"
Other,2021-05-28 17:40:12,false,"Airbike","0.00","403","00:35:48","138","172","3.4","64","158","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","35:47.68","1","0.0","0.00","--","00:00:00","00:35:48","--","--"
Other,2021-05-26 16:13:58,false,"Airbike","0.00","353","00:35:53","126","162","3.1","51","151","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","35:52.74","1","0.0","0.00","--","00:00:00","00:35:53","--","--"
Treadmill Running,2021-05-22 17:23:50,false,"Treadmill Running","4.07","325","00:31:08","130","156","3.1","144","243","7:39","5:38","--","--","0.89","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","02:32.61","5","0.0","4.07","--","00:29:12","00:31:08","--","--"
Other,2021-05-18 18:02:11,false,"Airbike","0.00","390","00:53:16","115","168","3.0","27","211","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","53:16.12","1","0.0","0.00","--","00:00:00","00:53:16","--","--"
Running,2021-05-13 09:50:57,false,"Running","5.44","456","00:34:26","144","167","3.5","165","173","6:20","5:01","9","11","0.96","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","02:52.24","6","0.0","5.44","11","00:34:18","00:34:26","210","218"
Other,2021-05-10 17:12:36,false,"Airbike","0.00","621","00:57:28","131","161","3.3","19","160","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","57:28.32","1","0.0","0.00","--","00:00:00","00:58:30","--","--"
Other,2021-05-07 16:11:19,false,"Airbike","0.00","557","00:50:19","131","164","3.2","19","246","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","50:19.03","1","0.0","0.00","--","00:00:00","00:52:53","--","--"
Other,2021-05-05 17:09:27,false,"Airbike","0.00","407","00:39:38","125","161","3.0","68","129","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:01.20","2","0.0","0.00","--","00:00:00","00:39:38","--","--"
Other,2021-04-30 12:39:36,false,"Airbike","0.00","533","00:45:35","134","155","3.2","12","150","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","45:34.94","1","0.0","0.00","--","00:00:00","00:45:35","--","--"
Other,2021-04-28 12:42:04,false,"Airbike","0.00","585","00:50:23","135","170","3.3","16","155","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","50:22.60","1","0.0","0.00","--","00:00:00","00:50:23","--","--"
Other,2021-04-26 11:14:22,false,"Airbike","0.00","593","00:53:58","134","164","3.3","24","147","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","53:57.99","1","0.0","0.00","--","00:00:00","00:54:09","--","--"
Running,2021-04-18 07:57:36,false,"Running","5.17","474","00:37:37","149","177","4.1","133","171","7:16","5:24","--","--","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","05:45.23","6","0.0","5.17","--","00:31:42","00:37:37","202","202"
Other,2021-04-17 16:41:11,false,"Airbike","0.00","403","00:43:05","124","159","3.0","23","164","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","43:04.69","1","0.0","0.00","--","00:00:00","00:43:05","--","--"
Other,2021-04-15 17:25:07,false,"Airbike","0.00","337","00:40:45","116","155","2.3","27","157","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:02.10","2","0.0","0.00","--","00:00:00","00:40:49","--","--"
Other,2021-04-12 16:27:27,false,"Airbike","0.02","358","00:33:30","134","170","3.1","47","155","0.0","--","--","--","0.01","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","33:29.84","1","0.0","0.02","--","00:00:00","00:33:30","215","215"
Running,2021-04-11 09:07:36,false,"Running","4.89","411","00:28:24","155","171","3.9","162","173","5:49","5:14","--","--","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","05:07.43","5","0.0","4.89","--","00:28:23","00:28:24","--","--"
Other,2021-04-07 17:20:08,false,"Airbike","0.00","312","00:32:32","127","162","2.9","36","174","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","32:31.88","1","0.0","0.00","--","00:00:00","00:32:32","--","--"
Other,2021-04-04 13:34:55,false,"Airbike","0.00","389","00:30:08","149","184","3.6","48","155","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","30:07.62","1","0.0","0.00","--","00:00:00","00:30:08","--","--"
Other,2021-03-31 18:52:32,false,"Airbike","0.00","372","00:31:48","140","173","3.4","58","153","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","31:48.01","1","0.0","0.00","--","00:00:00","00:31:48","--","--"
Other,2021-03-29 20:09:57,false,"Airbike","0.00","398","00:32:50","144","178","3.6","67","149","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","32:49.60","1","0.0","0.00","--","00:00:00","00:32:50","--","--"
Other,2021-03-23 07:55:26,false,"Airbike","0.00","259","00:22:11","134","166","2.9","57","160","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","22:10.64","1","0.0","0.00","--","00:00:00","00:22:11","--","--"
Running,2021-03-20 08:42:42,false,"Running","4.73","386","00:27:28","151","168","3.6","159","168","5:48","4:22","13","13","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","04:11.37","5","0.0","4.73","13","00:27:05","00:27:28","212","221"
Running,2021-03-18 18:36:17,false,"Running","4.95","411","00:29:43","148","163","3.5","157","170","6:00","5:11","5","6","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","05:30.60","5","0.0","4.95","6","00:29:42","00:29:43","80","87"
Running,2021-03-17 18:00:08,false,"Running","5.06","427","00:29:46","152","168","3.7","158","166","5:53","5:15","--","--","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:19.68","6","0.0","5.06","--","00:29:42","00:29:46","--","--"
Running,2021-03-14 11:46:01,false,"Running","4.77","448","00:28:19","166","180","4.5","157","168","5:56","4:51","17","14","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","04:46.19","5","0.0","4.77","14","00:28:18","00:28:19","212","222"
Running,2021-03-13 09:14:56,false,"Running","4.64","380","00:25:50","156","179","3.9","161","171","5:34","4:46","17","19","1.12","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","03:31.20","5","0.0","4.64","19","00:25:44","00:25:50","212","222"
Running,2021-03-07 16:44:08,false,"Running","4.89","421","00:29:43","151","165","3.7","156","168","6:04","4:59","3","--","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","05:31.73","5","0.0","4.89","--","00:29:42","00:29:43","214","219"
Running,2021-03-03 18:08:57,false,"Running","4.91","393","00:30:13","142","164","3.4","158","191","6:09","4:37","41","41","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","05:30.04","5","0.0","4.91","41","00:29:49","00:30:13","207","225"
Running,2021-03-01 17:10:45,false,"Running","4.78","382","00:26:17","155","174","3.8","160","169","5:30","4:47","25","25","1.14","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","04:14.22","5","0.0","4.78","25","00:26:17","00:26:17","207","224"
Running,2021-02-24 17:15:04,false,"Running","3.03","242","00:16:47","152","168","3.2","159","168","5:33","4:50","10","11","1.14","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:10.73","4","0.0","3.03","11","00:16:46","00:16:47","206","219"
Running,2021-02-22 17:34:56,false,"Running","4.74","391","00:27:43","149","164","3.6","160","173","5:51","5:08","31","32","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","04:09.07","5","0.0","4.74","32","00:27:42","00:27:43","209","222"
Running,2021-02-20 15:01:03,false,"Running","5.73","562","00:35:37","162","180","5.0","161","171","6:13","4:57","--","--","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","04:43.03","6","0.0","5.73","--","00:35:31","00:35:37","--","--"
Running,2021-02-16 16:47:02,false,"Running","6.20","526","00:35:07","156","181","4.7","159","171","5:40","4:21","42","42","1.11","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:10.60","7","0.0","6.20","42","00:34:43","00:35:07","204","235"
Running,2021-02-09 06:55:13,false,"Running","3.11","225","00:16:01","147","161","3.0","165","173","5:09","4:43","4","4","1.18","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:43.07","4","0.0","3.11","4","00:15:58","00:16:01","209","222"
Running,2021-02-06 08:19:05,false,"Running","5.40","403","00:28:31","148","171","3.6","161","168","5:17","4:32","18","14","1.18","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:56.89","6","0.0","5.40","14","00:28:29","00:28:31","552","566"
Running,2021-01-31 08:44:57,false,"Running","5.40","393","00:28:23","147","167","3.4","163","170","5:15","4:13","41","37","1.17","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","02:04.61","6","0.0","5.40","37","00:28:21","00:28:23","550","568"
Running,2021-01-26 16:12:26,false,"Running","5.69","489","00:33:14","155","186","4.2","162","171","5:50","4:39","--","--","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","04:04.55","6","0.0","5.69","--","00:33:10","00:33:14","--","--"
Indoor Rowing,2021-01-21 18:28:40,false,"Indoor Rowing","--","237","00:26:10","117","155","2.0","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","574","0","0","0","0:00","0.0","0:00","No","26:10.01","1","0.0","--","--","00:00:00","00:26:10","--","--"
Running,2021-01-20 16:00:58,false,"Running","5.01","434","00:29:03","158","171","4.0","157","166","5:48","4:35","53","61","1.10","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:05.25","6","0.0","5.01","61","00:28:45","00:29:03","543","579"
Running,2021-01-13 16:06:21,false,"Running","6.15","511","00:34:48","154","167","3.9","168","183","5:40","4:47","24","23","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:49.83","7","0.0","6.15","23","00:34:42","00:34:48","552","570"
Indoor Rowing,2021-01-12 18:48:00,false,"Indoor Rowing","--","269","00:23:27","128","155","2.5","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","536","0","0","0","0:00","0.0","0:00","No","23:27.09","1","0.0","--","--","00:00:00","00:23:27","--","--"
Running,2021-01-11 16:03:12,false,"Running","5.24","410","00:27:36","155","176","3.8","165","174","5:16","4:31","17","16","1.15","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:16.65","6","0.0","5.24","16","00:25:59","00:27:36","551","565"
Running,2021-01-08 14:52:28,false,"Running","4.83","434","00:32:08","145","161","3.2","161","171","6:40","5:15","43","51","0.94","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","05:00.39","5","0.0","4.83","51","00:32:07","00:32:08","543","579"
Running,2021-01-05 14:31:46,false,"Running","7.62","646","00:41:55","159","172","4.4","165","176","5:30","4:26","81","80","1.10","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","03:15.82","8","0.0","7.62","80","00:41:53","00:41:55","540","582"
Elliptical,2021-01-04 17:11:14,false,"Elliptical","0.00","319","00:20:54","156","172","3.4","99","155","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","20:53.93","1","0.0","0.00","--","00:00:00","00:20:54","--","--"
Indoor Rowing,2021-01-04 16:58:52,false,"Indoor Rowing","--","122","00:12:01","118","148","1.4","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","250","0","0","0","0:00","0.0","0:00","No","12:00.86","1","0.0","--","--","00:00:00","00:12:01","--","--"
Elliptical,2020-12-30 12:23:15,false,"Elliptical","0.00","333","00:22:37","153","172","3.3","94","158","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","22:37.27","1","0.0","0.00","--","00:00:00","00:22:37","--","--"
Indoor Rowing,2020-12-30 12:12:24,false,"Indoor Rowing","--","94","00:09:47.3","114","133","1.0","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","218","0","0","0","0:00","0.0","0:00","No","09:47.34","1","0.0","--","--","00:00:00","00:09:47.3","--","--"
Running,2020-12-29 12:23:28,false,"Running","5.02","442","00:26:56","166","178","4.2","161","173","5:22","3:49","55","55","1.15","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:06.08","6","0.0","5.02","55","00:26:49","00:26:56","540","573"
Running,2020-12-23 12:51:21,false,"Running","5.70","489","00:31:11","160","174","4.0","164","176","5:28","4:21","59","58","1.11","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","03:52.69","6","0.0","5.70","58","00:31:04","00:31:11","540","574"
Treadmill Running,2020-12-21 17:58:11,false,"Treadmill Running","1.45","133","00:11:52","125","151","2.0","119","171","8:10","5:18","--","--","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","03:37.91","2","0.0","1.45","--","00:08:26","00:11:52","--","--"
Running,2020-12-17 16:22:17,false,"Running","6.22","528","00:34:06","159","176","4.0","164","174","5:29","4:19","35","32","1.11","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:09.33","7","0.0","6.22","32","00:33:58","00:34:17","543","565"
Running,2020-12-14 15:41:50,false,"Running","5.11","391","00:26:56","150","169","3.3","164","183","5:16","4:25","24","24","1.14","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:31.67","6","0.0","5.11","24","00:26:54","00:26:56","551","565"
Elliptical,2020-12-12 17:06:06,false,"Elliptical","0.00","309","00:20:17","155","169","3.2","100","118","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","20:16.68","1","0.0","0.00","--","00:00:00","00:20:17","--","--"
Indoor Rowing,2020-12-12 16:42:48,false,"Indoor Rowing","5,000","337","00:19:36","152","184","3.5","--","--","1:58","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","443","0","0","0","0:00","0.0","0:00","No","22:52.96","1","0.0","5,000","--","00:00:00","00:22:53","--","--"
Elliptical,2020-12-10 18:26:56,false,"Elliptical","0.00","320","00:19:49","164","177","3.5","103","134","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","19:49.13","1","0.0","0.00","--","00:00:00","00:19:49","--","--"
Indoor Rowing,2020-12-10 18:13:57,false,"Indoor Rowing","--","162","00:11:39","146","174","2.6","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","246","0","0","0","0:00","0.0","0:00","No","11:39.17","1","0.0","--","--","00:00:00","00:11:39","--","--"
Running,2020-12-08 14:34:23,false,"Running","7.22","616","00:40:40","157","171","4.2","165","173","5:38","4:56","34","37","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:13.03","8","0.0","7.22","37","00:40:32","00:40:40","552","585"
Elliptical,2020-12-07 17:42:20,false,"Elliptical","0.00","312","00:19:55","159","172","3.4","99","114","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","19:54.68","1","0.0","0.00","--","00:00:00","00:19:55","--","--"
Indoor Rowing,2020-12-07 17:32:09,false,"Indoor Rowing","--","140","00:09:55.4","145","164","2.3","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","173","0","0","0","0:00","0.0","0:00","No","09:55.41","1","0.0","--","--","00:00:00","00:09:55.4","--","--"
Running,2020-12-06 11:09:01,false,"Running","7.17","623","00:40:32","160","171","4.4","163","171","5:39","4:16","26","30","1.09","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:55.98","8","0.0","7.17","30","00:40:30","00:40:32","552","586"
Elliptical,2020-12-01 18:27:47,false,"Elliptical","0.00","262","00:20:13","135","152","2.7","104","117","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","20:13.24","1","0.0","0.00","--","00:00:00","00:20:13","--","--"
Running,2020-11-30 17:42:24,false,"Running","7.15","629","00:39:43","164","179","4.6","165","176","5:33","4:21","31","36","1.09","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:52.71","8","0.0","7.15","36","00:39:39","00:39:43","553","585"
Elliptical,2020-11-28 17:33:56,false,"Elliptical","0.00","213","00:20:21","121","134","1.9","95","151","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","20:20.87","1","0.0","0.00","--","00:00:00","00:20:21","--","--"
Indoor Rowing,2020-11-28 17:30:34,false,"Indoor Rowing","--","29","00:02:56.9","116","129","0.3","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","65","0","0","0","0:00","0.0","0:00","No","02:56.95","1","0.0","--","--","00:00:00","00:02:56.9","--","--"
Running,2020-11-27 16:08:42,false,"Running","7.18","611","00:38:34","163","180","4.7","166","183","5:22","4:26","36","37","1.12","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:56.69","8","0.0","7.18","37","00:38:32","00:38:34","552","585"
Pool Swimming,2020-11-25 16:31:17,false,"Pool Swimming","1,050","252","00:21:17","140","158","2.9","--","--","2:02","1:40","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","558","44","26","0","0:00","0.0","0:00","No","21:16.67","1","0.0","1,050","--","00:21:17","00:21:21","--","--"
Treadmill Running,2020-11-24 17:27:50,false,"Treadmill Running","6.00","438","00:29:54","151","182","3.7","169","186","4:59","3:47","--","--","1.13","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","03:45.15","6","0.0","6.00","--","00:29:22","00:29:54","--","--"
Indoor Rowing,2020-11-23 18:42:55,false,"Indoor Rowing","5,000","284","00:20:33","145","186","3.3","--","--","2:03","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","448","0","0","0","0:00","0.0","0:00","No","20:32.80","1","0.0","5,000","--","00:00:00","00:20:33","--","--"
Running,2020-11-22 07:29:37,false,"Running","5.09","457","00:30:48","155","169","4.0","165","178","6:03","4:51","26","24","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:34.78","6","0.0","5.09","24","00:30:39","00:30:48","553","581"
Running,2020-11-17 16:14:14,false,"Running","7.21","614","00:39:14","159","181","4.6","167","184","5:26","3:35","34","36","1.10","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:21.18","8","0.0","7.21","36","00:39:10","00:39:14","553","586"
Pool Swimming,2020-11-16 17:23:48,false,"Pool Swimming","1,650","408","00:38:33","124","161","2.7","--","--","1:59","1:27","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","923","44","28","0","0:00","0.0","0:00","No","00:54.17","20","0.0","1,650","--","00:32:41","00:47:30","--","--"
Treadmill Running,2020-11-11 17:32:52,false,"Treadmill Running","5.05","381","00:30:57","135","156","3.1","148","183","6:08","4:26","--","--","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","03:50.94","6","0.0","5.05","--","00:27:03","00:32:13","--","--"
Running,2020-11-05 16:42:12,false,"Running","8.03","679","00:40:25","168","183","5.0","166","181","5:02","3:53","--","--","1.20","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:08.93","9","0.0","8.03","--","00:40:13","00:40:25","--","--"
Pool Swimming,2020-11-04 18:02:27,false,"Pool Swimming","1,950","474","00:36:53","148","188","4.0","--","--","1:53","1:28","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","982","41","27","0","0:00","0.0","0:00","No","00:04.74","29","0.0","1,950","--","00:36:48","01:03:26","--","--"
Pool Swimming,2020-11-02 18:20:26,false,"Pool Swimming","1,150","285","00:23:56","120","145","2.3","--","--","1:59","1:20","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","559","42","25","0","0:00","0.0","0:00","No","00:23.87","15","0.0","1,150","--","00:22:44","00:37:47","--","--"
Walking,2020-10-31 10:11:45,false,"Walking","8.74","1,512","04:25:07","103","158","2.5","56","223","30:18","8:21","680","682","0.59","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","07:42.78","10","0.0","8.74","682","02:30:45","04:55:12","2,330","2,938"
Walking,2020-10-30 15:26:08,false,"Walking","9.07","686","01:57:22","97","120","1.6","91","229","12:56","4:13","1,174","1,167","0.87","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:02.94","12","0.0","9.07","1,167","01:42:42","01:57:22","2,281","2,452"
Running,2020-10-22 18:09:38,false,"Running","7.60","667","00:41:17","162","186","5.0","166","182","5:26","4:38","90","88","1.11","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","03:06.90","8","0.0","7.60","88","00:40:50","00:41:17","540","582"
Pool Swimming,2020-10-21 18:15:23,false,"Pool Swimming","1,850","445","00:36:41","130","157","3.0","--","--","1:52","1:27","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","900","40","26","0","0:00","0.0","0:00","No","00:21.86","28","0.0","1,850","--","00:34:28","01:04:25","--","--"
Running,2020-10-19 17:36:06,false,"Running","7.71","684","00:43:09","161","179","4.5","162","173","5:36","3:58","24","37","1.10","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","03:38.79","8","0.0","7.71","37","00:43:08","00:43:09","551","574"
