Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Distance,Total Descent,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Treadmill Running,2023-05-11 15:40:01,false,"Treadmill Running","1.68","115","00:11:05","125","139","1.7","156","168","6:35","5:20","--","--","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","04:18.22","2","0.0","1.68","--","00:10:49","00:11:05","--","--"
Running,2023-03-12 07:52:21,false,"Birmingham - Long Easy Run","11.66","920","01:06:03","153","174","4.5","162","246","5:40","4:31","313","332","1.09","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:09.36","13","0.0","11.66","332","01:04:52","01:06:03","24","207"
Treadmill Running,2023-03-10 09:40:53,false,"Progression Run","8.43","633","00:45:43","152","180","4.1","162","175","5:26","3:56","--","--","1.14","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:43.00","11","0.0","8.43","--","00:45:09","00:45:43","--","--"
Treadmill Running,2023-03-07 16:38:59,false,"Easy Run","5.64","450","00:34:01","145","164","3.2","159","225","6:02","4:19","--","--","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:05.29","9","0.0","5.64","--","00:33:23","00:34:01","--","--"
Running,2023-03-05 07:52:08,false,"Birmingham - Goal Pace Repeats","9.90","761","00:52:37","158","177","4.4","164","199","5:19","3:58","35","106","1.15","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:17.55","13","0.0","9.90","106","00:52:24","00:52:37","125","200"
Running,2023-03-03 15:47:05,false,"Birmingham - Easy Run","7.13","595","00:45:03","150","171","3.8","148","227","6:19","4:09","42","42","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:00.84","11","0.0","7.13","42","00:42:35","00:45:05","75","176"
Running,2023-03-01 09:50:35,false,"Birmingham - Speed Repeats","8.54","683","00:48:08","158","177","4.3","163","192","5:38","3:13","143","152","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:00.61","38","0.0","8.54","152","00:47:54","00:48:08","118","178"
Treadmill Running,2023-02-26 17:27:04,false,"Tempo Run","5.57","403","00:30:00","151","168","3.5","171","185","5:23","4:18","--","--","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:00.00","7","0.0","5.57","--","00:30:00","00:30:00","--","--"
Running,2023-02-24 10:54:31,false,"Birmingham - Stride Repeats","5.05","378","00:29:39","143","163","3.1","154","246","5:52","2:49","15","12","1.11","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:09.04","34","0.0","5.05","12","00:28:57","00:29:39","116","157"
Running,2023-02-23 15:08:19,false,"Birmingham - Easy Run","6.93","545","00:40:22","147","164","3.5","161","233","5:50","4:56","459","460","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:22.28","9","0.0","6.93","460","00:39:55","00:40:22","104","196"
Running,2023-02-22 15:32:05,false,"Birmingham - Progression Run","7.22","588","00:45:32","144","166","3.8","149","176","6:19","4:02","91","85","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:31.58","10","0.0","7.22","85","00:42:16","00:45:32","91","139"
Running,2023-02-20 11:11:12,false,"Birmingham - Easy Run","6.01","492","00:40:03","140","160","3.3","152","213","6:40","4:26","32","40","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:02.93","8","0.0","6.01","40","00:40:02","00:40:03","99","137"
Running,2023-02-18 07:10:32,false,"Birmingham - Tempo Run","6.82","545","00:38:13","157","185","4.0","164","241","5:36","3:53","82","64","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:03.44","9","0.0","6.82","64","00:37:49","00:38:24","96","147"
Running,2023-02-12 07:44:03,false,"Birmingham - Easy Run","6.66","512","00:39:11","143","167","3.4","162","206","5:53","4:53","67","62","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:01.100","9","0.0","6.66","62","00:38:18","00:39:11","104","148"
Treadmill Running,2023-02-11 07:35:19,false,"Long Easy Run","9.05","721","00:55:31","146","164","3.8","164","172","6:08","5:14","--","--","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:31.08","11","0.0","9.05","--","00:55:10","00:55:31","--","--"
Running,2023-02-09 12:07:48,false,"Birmingham - Speed Repeats","5.91","483","00:36:52","149","172","3.4","154","230","6:14","3:44","39","37","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:00.87","28","0.0","5.91","37","00:36:38","00:36:53","113","163"
Running,2023-02-08 16:52:37,false,"Birmingham - Progression Run","7.95","627","00:47:56","143","160","3.8","157","221","6:02","4:05","144","90","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","02:55.67","9","0.0","7.95","90","00:45:47","00:47:56","94","189"
Cardio,2023-02-06 12:15:48,false,"Cardio","0.00","688","00:56:05","150","175","3.9","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","56:05.28","1","0.0","0.00","--","00:00:00","00:56:05","--","--"
Running,2023-02-05 09:32:10,false,"Birmingham - Easy Run","5.11","385","00:28:04","149","165","3.3","168","176","5:29","4:52","44","43","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:18.28","6","0.0","5.11","43","00:27:56","00:28:04","145","162"
Treadmill Running,2023-02-03 15:38:39,false,"Treadmill Running","4.25","371","00:41:27","126","159","2.9","120","210","9:45","5:27","--","--","0.70","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","05:59.78","5","0.0","4.25","--","00:28:35","00:41:27","--","--"
Indoor Rowing,2023-02-02 09:45:50,false,"Indoor Rowing","--","185","00:14:32","141","155","2.5","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","334","0","0","0","0:00","0.0","0:00","No","14:32.22","1","0.0","--","--","00:00:00","00:14:32","--","--"
Treadmill Running,2023-02-02 09:30:16,false,"Treadmill Running","1.89","134","00:12:51","125","140","1.7","157","168","6:48","5:52","--","--","0.94","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","05:47.68","2","0.0","1.89","--","00:12:42","00:12:51","--","--"
Cardio,2023-01-31 15:58:52,false,"Cardio","0.00","651","01:03:49","135","171","3.3","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:03:49.20","1","0.0","0.00","--","00:00:00","01:03:49","--","--"
Cardio,2023-01-29 08:33:24,false,"Cardio","0.00","210","00:18:04","136","163","2.2","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","18:03.89","1","0.0","0.00","--","00:00:00","00:18:04","--","--"
Elliptical,2023-01-29 08:09:26,false,"Elliptical","0.00","294","00:23:40","142","172","2.9","27","141","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","23:40.43","1","0.0","0.00","--","00:00:00","00:23:40","--","--"
Running,2023-01-21 10:36:52,false,"Birmingham - Long Easy Run","12.76","990","01:20:00","144","162","4.0","155","249","6:16","3:52","174","181","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","02:47.33","14","0.0","12.76","181","01:19:07","01:20:00","90","208"
Cardio,2023-01-19 12:33:58,false,"Cardio","0.00","203","00:16:33","142","164","2.4","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","16:33.39","1","0.0","0.00","--","00:00:00","00:16:33","--","--"
Running,2023-01-19 11:53:42,false,"Birmingham - Stride Repeats","5.99","479","00:36:03","148","172","3.5","156","211","6:01","2:52","39","24","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:20.00","26","0.0","5.99","24","00:35:14","00:36:04","111","152"
Cardio,2023-01-17 11:03:08,false,"Cardio","0.00","241","00:21:04","137","162","2.4","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","21:03.85","1","0.0","0.00","--","00:00:00","00:21:04","--","--"
Running,2023-01-17 10:08:10,false,"Birmingham - Progression Run","8.98","684","00:50:00","149","181","4.2","161","208","5:34","3:57","456","489","1.11","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","02:16.51","10","0.0","8.98","489","00:49:58","00:50:00","-266","162"
Running,2023-01-15 09:32:54,false,"Birmingham - Easy Run","5.87","447","00:31:10","157","182","3.8","167","176","5:19","4:07","96","96","1.13","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:04.48","7","0.0","5.87","96","00:31:01","00:31:10","142","163"
Running,2023-01-14 15:57:12,false,"Birmingham - Goal Pace Repeats","6.46","504","00:38:21","149","170","3.6","161","208","5:56","3:07","29","29","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:30.00","19","0.0","6.46","29","00:38:20","00:38:22","115","135"
Cardio,2023-01-12 12:37:50,false,"Cardio","0.00","240","00:19:27","143","167","2.7","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","19:27.26","1","0.0","0.00","--","00:00:00","00:19:27","--","--"
Running,2023-01-12 12:01:25,false,"Birmingham - Speed Repeats","5.69","451","00:33:26","156","183","3.6","157","197","5:53","3:11","61","68","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:00.00","21","0.0","5.69","68","00:33:08","00:33:27","105","171"
Running,2023-01-10 14:40:15,false,"Birmingham - Easy Run","8.04","671","00:49:41","153","173","4.0","158","197","6:11","4:54","48","53","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:59.62","10","0.0","8.04","53","00:49:39","00:49:50","92","135"
Cardio,2023-01-08 08:35:45,false,"Cardio","0.00","187","00:15:54","137","168","2.4","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","15:53.74","1","0.0","0.00","--","00:00:00","00:15:54","--","--"
Treadmill Running,2023-01-08 07:56:48,false,"Long Easy Run","5.85","433","00:35:00","142","163","3.4","164","173","5:59","5:15","--","--","0.96","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","05:00.00","6","0.0","5.85","--","00:34:18","00:35:00","--","--"
Running,2023-01-07 09:22:23,false,"Birmingham - Stride Repeats","3.43","288","00:22:22","151","174","3.2","137","201","6:31","2:25","43","30","1.14","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:05.72","20","0.0","3.43","30","00:20:42","00:22:23","116","148"
Running,2023-01-05 14:00:55,false,"Birmingham - Easy Run","4.80","392","00:30:02","143","158","3.4","159","170","6:15","4:45","72","79","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:26.85","6","0.0","4.80","79","00:29:53","00:30:02","99","156"
Running,2023-01-04 10:43:55,false,"Birmingham - Benchmark Run","1.62","113","00:09:00","137","149","2.3","158","202","5:33","4:25","32","43","1.14","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:07.34","4","0.0","1.62","43","00:08:59.7","00:09:00","111","135"
Cardio,2023-01-03 11:42:41,false,"Cardio","0.00","241","00:19:31","144","167","2.8","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","19:31.06","1","0.0","0.00","--","00:00:00","00:19:31","--","--"
Indoor Rowing,2023-01-03 11:17:33,false,"Indoor Rowing","--","292","00:24:37","139","175","3.1","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","523","0","0","0","0:00","0.0","0:00","No","24:37.50","1","0.0","--","--","00:00:00","00:24:37","--","--"
Running,2023-01-02 12:33:32,false,"Birmingham Running","6.01","492","00:35:10","160","180","4.1","161","174","5:51","4:39","43","46","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:04.82","7","0.0","6.01","46","00:34:54","00:35:10","97","135"
Cardio,2022-12-20 17:11:56,false,"Cardio","0.00","212","00:16:04","150","171","2.9","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","16:04.35","1","0.0","0.00","--","00:00:00","00:16:04","--","--"
Indoor Rowing,2022-12-20 16:52:46,false,"Indoor Rowing","--","233","00:18:50","143","173","3.0","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","404","0","0","0","0:00","0.0","0:00","No","18:49.54","1","0.0","--","--","00:00:00","00:18:50","--","--"
Cardio,2022-12-19 18:38:26,false,"Cardio","0.00","184","00:15:55","137","158","2.4","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","15:54.74","1","0.0","0.00","--","00:00:00","00:15:55","--","--"
Treadmill Running,2022-12-19 18:06:05,false,"Treadmill Running","4.64","401","00:32:00","147","164","3.5","154","173","6:54","5:47","--","--","0.93","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","06:10.75","5","0.0","4.64","--","00:29:59","00:32:00","--","--"
Cardio,2022-12-16 17:44:56,false,"Cardio","0.00","62","00:04:49.8","142","159","1.6","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","04:49.75","1","0.0","0.00","--","00:00:00","00:04:49.8","--","--"
Indoor Rowing,2022-12-16 17:20:01,false,"Indoor Rowing","--","303","00:24:39","142","166","3.0","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","515","0","0","0","0:00","0.0","0:00","No","24:39.33","1","0.0","--","--","00:00:00","00:24:39","--","--"
Running,2022-12-14 14:11:00,false,"Running","5.19","476","00:34:23","155","175","4.0","158","219","6:37","4:37","--","--","0.96","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","02:20.47","6","0.0","5.19","--","00:33:38","00:34:23","--","--"
Treadmill Running,2022-12-08 16:39:31,false,"Treadmill Running","5.01","431","00:43:07","135","165","3.3","134","240","8:36","3:25","--","--","0.83","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:02.28","6","0.0","5.01","--","00:34:33","00:43:07","--","--"
Indoor Rowing,2022-12-06 16:28:37,false,"Indoor Rowing","--","262","00:25:46","128","155","2.3","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","483","0","0","0","0:00","0.0","0:00","No","25:45.97","1","0.0","--","--","00:00:00","00:25:46","--","--"
Treadmill Running,2022-12-05 16:36:14,false,"Treadmill Running","4.03","383","00:34:38","138","157","3.1","132","170","8:36","6:05","--","--","0.84","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:25.61","5","0.0","4.03","--","00:28:54","00:34:38","--","--"
Treadmill Running,2022-11-29 16:32:26,false,"Treadmill Running","4.80","388","00:33:29","139","161","3.2","152","180","6:59","5:55","--","--","0.94","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","06:21.48","5","0.0","4.80","--","00:31:45","00:33:29","--","--"
Running,2022-11-26 11:54:47,false,"Running","5.10","434","00:35:20","145","166","3.5","151","176","6:56","5:12","--","--","0.94","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","03:15.35","6","0.0","5.10","--","00:32:37","00:35:20","--","--"
Treadmill Running,2022-11-22 08:34:42,false,"Base","4.89","410","00:35:33","141","161","3.3","149","180","7:16","5:52","--","--","0.89","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","04:29.62","6","0.0","4.89","--","00:31:36","00:35:33","--","--"
Treadmill Running,2022-11-15 06:24:12,false,"Treadmill Running","3.79","302","00:25:25","139","150","2.9","157","173","6:42","5:49","--","--","0.95","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","06:10.69","4","0.0","3.79","--","00:24:02","00:25:25","--","--"
Indoor Rowing,2022-11-09 06:22:14,false,"Indoor Rowing","--","159","00:20:13","115","136","1.1","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","363","0","0","0","0:00","0.0","0:00","No","20:13.09","1","0.0","--","--","00:00:00","00:20:13","--","--"
Running,2022-11-08 14:46:26,false,"Base","2.75","246","00:25:44","130","163","2.8","113","249","9:21","5:27","--","--","0.93","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","06:14.29","3","0.0","2.75","--","00:18:51","00:25:44","--","--"
Treadmill Running,2022-10-25 18:21:38,false,"Base","3.16","279","00:24:24","141","161","3.1","140","171","7:44","5:36","--","--","0.87","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","05:17.93","4","0.0","3.16","--","00:20:47","00:24:24","--","--"
Running,2022-10-20 15:12:49,false,"Base","3.69","338","00:24:36","159","176","3.6","152","173","6:40","5:13","--","--","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","06:05.71","4","0.0","3.69","--","00:23:19","00:24:36","--","--"
Running,2022-10-12 11:44:54,false,"Sevenoaks - Base","5.02","425","00:30:04","158","177","4.0","159","166","6:00","4:59","30","39","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:01.02","7","0.0","5.02","39","00:30:03","00:30:04","51","73"
Running,2022-10-10 11:21:18,false,"Base","8.04","798","00:54:06","166","195","5.0","161","174","6:44","5:26","--","--","0.93","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:06.17","10","0.0","8.04","--","00:54:04","00:54:06","--","--"
Running,2022-10-06 10:33:36,false,"Sevenoaks - Threshold","6.29","540","00:38:08","167","185","4.4","160","172","6:04","4:30","44","58","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:07.96","9","0.0","6.29","58","00:38:03","00:38:08","51","75"
Running,2022-10-02 09:20:02,false,"Sevenoaks - Base","4.07","345","00:27:53","147","165","3.2","149","168","6:51","5:37","7","--","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:51.58","5","0.0","4.07","--","00:27:06","00:27:53","51","63"
Pool Swimming,2022-09-30 07:49:02,false,"Pool Swimming","1,067","161","00:25:09","135","162","2.9","--","--","2:21","2:26","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","627","66","25","0","0:00","0.0","0:00","No","25:09.11","1","0.0","1,067","--","00:24:53","00:25:24","--","--"
Running,2022-09-29 06:54:39,false,"Cherwell Running","2.49","199","00:16:45","142","168","2.8","157","174","6:43","5:10","--","1","0.94","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","03:46.81","3","0.0","2.49","1","00:16:25","00:16:45","63","67"
Running,2022-09-28 07:07:31,false,"Cherwell - Base","1.52","139","00:10:05","158","170","2.6","149","178","6:39","4:52","1","--","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","03:58.02","2","0.0","1.52","--","00:09:22","00:10:05","64","67"
Running,2022-09-17 07:17:55,false,"Base","4.24","356","00:26:04","155","174","3.6","162","170","6:09","5:38","--","--","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:27.72","5","0.0","4.24","--","00:26:02","00:26:04","--","--"
Running,2022-09-13 07:33:12,false,"Lombok Utara - Base","5.07","418","00:30:06","161","179","3.8","159","167","5:56","5:11","9","5","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:05.97","7","0.0","5.07","5","00:30:03","00:30:06","1","13"
Running,2022-09-10 06:13:38,false,"Running","5.09","471","00:35:19","156","180","3.9","135","167","6:57","4:59","25","2","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","05:30.64","6","0.0","5.09","2","00:30:07","00:35:19","212","238"
Other,2022-09-07 15:31:40,false,"Airbike","0.00","444","00:40:21","143","170","3.6","67","147","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","40:20.93","1","0.0","0.00","--","00:00:00","00:40:21","--","--"
Other,2022-09-03 13:08:01,false,"Airbike","0.00","340","00:30:02","143","175","3.4","72","155","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","30:01.99","1","0.0","0.00","--","00:00:00","00:30:02","--","--"
Other,2022-09-01 16:07:38,false,"Airbike","0.00","440","00:44:46","137","168","3.5","67","132","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","44:46.10","1","0.0","0.00","--","00:00:00","00:44:46","--","--"
Other,2022-08-30 18:41:07,false,"Airbike","0.00","468","00:46:32","135","164","3.1","50","184","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","46:32.19","1","0.0","0.00","--","00:00:00","00:46:32","--","--"
Running,2022-08-28 05:53:55,false,"Running","9.00","893","01:05:53","162","190","5.0","156","216","7:19","6:03","66","55","0.87","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:00.64","10","0.0","9.00","55","00:00:00","01:05:53","207","227"
Other,2022-08-24 17:28:53,false,"Airbike","0.00","278","00:26:10","132","156","2.8","63","159","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","26:09.64","1","0.0","0.00","--","00:00:00","00:26:10","--","--"
Other,2022-08-22 18:14:26,false,"Airbike","0.00","213","00:27:48","117","151","2.3","42","159","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","27:47.66","1","0.0","0.00","--","00:00:00","00:32:14","--","--"
Pool Swimming,2022-08-14 10:05:43,false,"Pool Swimming","925","233","00:16:37","121","138","2.0","--","--","1:40","0:48","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","375","35","24","0","0:00","0.0","0:00","No","16:37.46","1","0.0","925","--","00:15:22","00:16:42","--","--"
Pool Swimming,2022-08-13 13:13:53,false,"Pool Swimming","1,050","266","00:19:04","118","139","1.8","--","--","1:44","0:54","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","437","36","24","0","0:00","0.0","0:00","No","19:04.03","1","0.0","1,050","--","00:18:10","00:19:14","--","--"
Other,2022-08-10 18:10:15,false,"Airbike","0.00","313","00:25:11","147","172","3.3","79","155","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","25:11.00","1","0.0","0.00","--","00:00:00","00:25:11","--","--"
Walking,2022-08-05 09:21:09,false,"Walking","7.59","1,098","02:52:40","114","156","2.7","45","246","22:46","1:06","390","214","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","04:03.56","8","0.0","7.59","214","01:24:23","03:36:41","2,434","2,740"
Walking,2022-08-02 07:45:12,false,"Walking","9.91","1,181","03:30:07","110","151","2.6","63","234","21:12","1:43","575","610","0.79","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:26.64","12","0.0","9.91","610","02:15:39","03:30:34","2,055","2,576"
Running,2022-07-12 06:59:34,false,"Base","4.36","397","00:31:57","152","173","3.5","134","206","7:19","4:39","84","84","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","05:53.00","5","0.0","4.36","84","00:28:22","00:31:57","206","220"
Other,2022-07-10 17:12:52,false,"Airbike","0.00","565","01:08:40","127","159","3.2","58","246","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:08:39.86","1","0.0","0.00","--","00:00:00","01:08:40","--","--"
Other,2022-07-09 18:53:14,false,"Airbike","0.00","291","00:24:14","138","162","3.0","77","155","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","24:13.84","1","0.0","0.00","--","00:00:00","00:24:14","--","--"
Running,2022-07-05 15:43:16,false,"Running","4.67","392","00:41:18","135","166","3.0","124","224","8:51","5:39","52","57","0.90","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","06:32.22","5","0.0","4.67","57","00:36:33","00:41:18","206","219"
Running,2022-07-02 07:53:21,false,"Running","5.44","508","00:39:18","155","177","3.7","141","168","7:13","4:52","83","82","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","05:00.01","6","0.0","5.44","82","00:36:09","00:39:26","205","219"
Cardio,2022-07-01 15:10:01,false,"Cardio","0.00","190","00:51:53","83","118","0.4","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","51:52.94","1","0.0","0.00","--","00:00:00","00:51:53","--","--"
Other,2022-06-30 08:09:02,false,"Airbike","0.00","265","00:25:46","133","162","2.9","53","159","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","25:46.06","1","0.0","0.00","--","00:00:00","00:25:46","--","--"
Running,2022-06-26 06:03:09,false,"Running","4.91","407","00:32:23","144","175","3.5","166","178","6:36","4:57","--","--","0.91","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","05:47.11","5","0.0","4.91","--","00:32:22","00:32:23","--","--"
